Class;Text
NEG;– Deja, Lietuvoje vertybës nëra labai stiprios. Pavyzdþiui, maitinimo sektoriuje daug ðeðëlio, yra daugybë atvejø, kai pavieðinama apie rastus neapskaitytus pinigus, machinacijas su kasomis, juodais pinigais mokamà darbo uþmokestá, ávairiausias rëmimo ir pinigø plovimo schemas. Labai gaila, kad didieji prekybos centrai ir toliau toleruoja tokius nuomininkus, uþuot pasakæ: nenorime su jumis turëti reikalø, nes jûs neskaidrûs ir jûsø reputacija prasta.
NEG;Siekiant nepakenkti tyrimo sëkmei, detalesnë informacija apie atliekamà ikiteisminá tyrimà ðiuo metu neteikiama.
NEG;Tyrimo duomenimis, sudarydama 6 mln. eurø vertës sutartá dël greitøjø COVID-19 viruso nustatymo testø pirkimo, ámonë galimai klastojo dokumentus ir pirkëjui pateikë melagingus duomenis apie greitøjø testø gamintojà.
POS;Didþioji dalis testø iki ðiol nëra panaudoti. Sprendimai dël pusës milijono testø ásigijimo priimti ir vykdyti per dvi dienas. Gavusi „Profarmos“ komerciná pasiûlymà, Nacionalinë laboratorija tà paèià dienà pasiraðë sutartá ir tà paèià dienà buvo parengtas pavedimas Finansø ministerijai vienu sykiu pervedant á „Profarmos“ sàskaità visà 6,050 mln. Eur sumà.
NEG;Átarimai ðiame ikiteisminiame tyrime rugpjûèio pradþioje pareikðti tuometinei sveikatos apsaugos viceministrei Linai Jaruðevièienei.
NEG;Pasak FNTT, ji átariama galimai piktnaudþiavusi tarnybine padëtimi, virðijusi ágaliojimus, dël to valstybë galëjo patirti didelæ þalà. Ið viso ðiame ikiteisminiame tyrime átarimai pareikðti jau ðeðiems asmenims.
NEG;R. Karbauskis pabrëþë esàs ásitikinæs, jog ikiteisminiai tyrimai subliukð ir siejo juos su rinkimø laikotarpiu.
NEG;„Visa tai aiðkiai subliukð, nes ten nëra jokios korupcijos – að tuo esu visiðkai ásitikinæs. (...) Kadangi artëja rinkimai, pas mus reikia dabar ðnekëti apie tai, kad matote, kaip negerai tie þmonës elgësi ir kodël jie taip darë. O kà jie blogo darë – tiesiog nebeuþteks laiko iki rinkimø visus atsakymus duoti, dël to uþtenka pareikðti kaltinimà, o po to jau po rinkimø suþinosime, kad tas kaltinimas buvo bereikðmis, nulinis“, – kalbëjo parlamentaras.
NEG;Finansiniø nusikaltimø tyrimo tarnyba atsisakë BNS pateikti komentarà dël ðiø R. Karbauskio pasisakymø. Taip pat tarnyba atsisakë atsakyti á bet kokius klausimus dël ikiteisminio tyrimo, motyvuodama tyrimà vykdantiems prokurorams treèiadiená suteiktu specialiøjø prokurorø statusu.
POS;Eurostatas: naujø ámoniø daugëjo tik Lietuvoje
POS;2020 m. antràjá ketvirtá naujø registruotø ámoniø daugëjo tik Lietuvoje, skelbia Eurostatas. Tiesa, statistika trumpo laikotarpio, taip pat – duomenis apie naujø verslø kûrimàsi pateikë ne visos narës.
NEG;Didþiausias neigiamas pokytis fiksuotas Portugalijoje 48,2%, Ispanijoje – 47,8% ir Italijoje – 39,5%.
NEU;Stiprià vakansijos átakà NT kainoms patvirtino ir daugiau moksliniø tyrimø, árodþiusiø, kad bûsto pardavëjai su ilgesnëmis vakansijomis patiria derybinës galios sumaþëjimà bei potencialiø pirkëjø ásitikinimà, kad su parduodamu turtu kaþkas yra ne taip. O bûsto pardavëjai, kuriø pradinë NT kaina skelbimuose drastiðkai skyrësi nuo rinkos vertës, patyrë didþiausià kainø kritimà. Taigi tokia NT pardavimo strategija, kai pradinë kaina nustatoma didesnë, o vëliau sumaþinama – nepasiteisino. Pasitelktas dirbtinis intelektas
NEU;Kauno technologijos universiteto (KTU) ekonomistø atlikto tyrimo metu buvo siekiama iðsiaiðkinti, kaip pasikeitë NT rinkos dalyviø elgsena, kaip kito gyvenamosios paskirties (tyrimo atveju – butø) nuomos kainos bei kokie kriterijai buvo svarbiausi spëjant butø nuomos kainø pasikeitimà ekonomikos ðoko, sàlygoto COVID-19 pandemijos, sàlygomis. Tyrimo laikotarpis – 2020 m. geguþës mën. – rugpjûèio mën., kai ekonomika buvo tiesiogiai paveikta karantino ir veiklos apribojimø.
POS;Estijos bendrovës „Elering“ praneðime nekalbama apie kilmës garantijø (sertifikatø) sistemà, kurios pageidauja Lietuva, siekianti, jog Astravo elektra á ðalá nepatektø, pavyzdþiui, per Latvijà. „Elering“ antradiená komentavo BNS, kad kilmës garantijø sistema nëra metodikos dalis.
POS;„Viena vertus, jis nëra pralaidumø metodikos dalis, dël to sutinkame, bet kita vertus, jis yra savo esme susijæs su pralaidumø galimybëmis rusiðkai elektros energijai. Dël to realiai iki Astravo atominës elektrinës energetinio bandymo mes, kaip minimum, turime turëti sutarimà tiek dël pralaidumø metodikos, tiek dël kilmës garantijø sistemos arba alternatyvios sistemos, kuri uþtikrintø baltarusiðkos elektros nepatekimà“, – sakë ministras.
NEG;ai didþiausiø aliejaus gamintojø Lietuvoje atsisakyta kelti restruktûrizavmo bylà – Lietuvos apeliacinis teismas paliko galioti nepakeistà Panevëþio apygardos teismo 2020 m. rugsëjo 29 d. nutartá, kuria atsisakyta bendrovei iðkelti restruktûrizavimo bylà bei patvirtinti restruktûrizavimo planà.
NEG;Regioninëje verslo rizikø apklausoje dalyvavo 12.012 ámoniø vadovø ið 127 ðaliø. Tyrëjai jø praðë iðrikiuoti ið viso 30 galimø grësmiø. Greta nedarbo lygio ir infekciniø ligø, verslo atstovus taip pat neramina finansø krizës, kibernetinës atakos ir g ...
POS;Investuotojams tikintis nuosaikesnës Baltøjø rûmø politikos, kuri paskatins pasaulio prekybà, pirmadiená smuktelëjo JAV dolerio kursas, o Japonijos akcijos – pakilo á tris deðimtmeèius neregëtas aukðtumas.
POS;Pirmadienio rytà JAV dolerio kursas smuko á þemiausià lygá per paskutiniàsias 10 savaièiø. „Reuters“ raðo, kad USD atþvilgiu Kinijos juanis pakilo á 28 mën. aukðtumà, Australijos doleris – pakilo aukðèiausiai per 7 savaites, Anglijos svaras – aukðèiausiai per 2 mën. Euras taip pat pasiekë dviejø mën. aukðèiausià lygá – iki 1,1895 USD.
POS;Azijos akcijø rinkose taip pat buvo teigiamø rezultatø Australijoje, Kinijoje ir Honkonge.
POS;Demokratiniø ðaliø lyderiai, sveikindami iðrinktàjá prezidentà, akcentavo, kad ði pergalë – proga sustiprinti pasaulio demokratijà. Politologai prognozuoja, kad artimiausiu metu tikrai matysime Europos ir JAV santykiø pagerëjimà, taèiau pernelyg daug vilèiø dël ambicingø dviðaliø projektø ágyvendinimo pataria nepuoselëti – Amerika bus itin susikoncentravusi á vidaus problemas.
NEG;Teisëjas R. Jurgaitis átariamas piktnaudþiavimu tarnyba ir kyðininkavimu, rugpjûèio viduryje jis nuðalintas nuo pareigø. Tyrime átarimai pateikti dar keturiems fiziniams asmenims.
POS;Lietuvos dujø rinkos evoliucijoje yra vienas þymuo, kuris laiko juostà dalija á dvi eras – iki ir po suskystintø dujø terminalo (SGD). Pirmaisiais SGD eros metais (2014-ieji) pagaliau atsirado reali alternatyva „Gazprom“ dujoms ir Lietuva, teoriðkai, tapo ádomi nepriklausomiems dujø tiekëjams, galintiems konkuruoti ir siûlyti geresnes sàlygas vartotojams.
POS;Kaip paþymi „Elenger“ Lietuvos padalinio verslo plëtros vadovas Marius Kairys, ilgus metus trukæs teorijos ir praktikos disonansas dujø vartotojams tapo tokiu áprastu, kad daugelis vidutiniø ir smulkiø dujø pirkëjø laisvës rinktis tiesiog nepastebëjo iki ðiol.
POS;Vartotojai taip pat gana inertiðki ir daugelis mano, kad nauji þaidëjai negali pasiûlyti geresniø sàlygø nei rinkos senbuviai.
POS;Taigi, norint veikti Lietuvoje, reikia kantrybës ir galimybiø pasiûlyti ið tiesø geresnes sàlygas nei kiti.
NEU;Ðeðiø á naujàjá Seimà patekusiø partijø rinkimø programose dëmesio skiriama ne tik ekonominiams, socialiniams, mokestiniams dalykams, ne tik ðvietimui ir sveikatos apsaugai, bet ir nacionalinio saugumo uþtikrinimui bei ðalies gynybai. Kone visos jos vienu balsu tvirtina, kad kraðto apsaugos finansavimas neturi maþëti, nes to reikalauja geopolitinë situacija.
NEG;Programoje neiðskiriamas Lenkijos kaip strateginës partnerës vaidmuo atgrasant agresoriø ir uþtikrinant Lietuvos saugumà. Lenkija kaltinama þmogaus teisiø paþeidimais LGBT srityje.
POS;Taèiau uþ BVP slypi ne raidës ir ne vien struktûrinës prielaidos, bet nematomas agentas, kitaip tariant, veikiantysis asmuo. Turiu galvoje ne premjerà, prezidentà ar Statistikos departamento vadà. Tas agentas – þmogus, kasdien privaèiame sektoriuje kuriantis gerovæ, ir ne tik sunkiai liejantis prakaità prie stakliø, uþ vairo, bet ir tas, kurio darbas tarsi nematomas. Iðlaikytas BVP lygis – proga prisiminti tà, kuris stovi prieðakinëse ekonomikos linijose ir palaiko kiekvienos veikianèios ámonës indëlá á mûsø visuminá produktà. Bûtent þmogus – verslininkas ir privaèiose ámonëse dirbantys þmonës, prisiëmæ atsakomybæ, dienà ir naktá turëjo budëti, staigiai rasti sprendimus, perorientuoti gamybà, restruktûrizuoti ámonës veiklà. Vienà dienà viskà stabdyti, kità – viskà paleisti. Sutaupyti visur, kur ámanoma, ir rasti iðeitá visur, kur atrodytø neámanoma.
POS;Deja, Lietuvoje verslininkas daþnai minimas neigiamai, jam mëgstama suversti visas kaltes, o jo indëlis á gerovës kûrimà menkinamas. Atrodo, be verslininkø ir privatininkø tos gerovës bûtø daugiau, ir ji bûtø daug teisingiau paskirstyta. Ir ðtai, krizë iðryðkino: ámonë gali veikti kaip veikusi, darbuotojai pripildo pilnus sandëlius produktø, taèiau sutrinka tiekimai, pardavimai, iðkyla veiklos tæstinumo rizika, ir visi atsigræþia á tuos, kurie privalo rasti iðeitá. Arba visi suþlugs.
POS;Þinoma, verslininkas veikia ne vienas, o drauge su visais, kuriuos sujungia tam paèiam tikslui. Technikai ir technologai ieðko inovatyviø sprendimø, pardavimø vadybininkai – naujø rinkø, tiekëjai „ið po þemës“ atranda alternatyvias logistikos grandines, ir visame tame sujudime gimsta nauja ámonës dvasia.
POS;Atpaþinti to vyksmo prasmæ padeda kiekvienai organizacijai bûdingi gyvavimo ciklai. Daugelis Lietuvos ámoniø jau buvo pasiekusios stabilumo fazæ, kai kontraktai ir rinkos – stabilios, padaliniai veikia darniai, naðumas – auga. Ir staiga – krizë. Ji privertë viskà atrasti ið naujo, veikti þaibiðku greièiu, ieðkoti neiðbandytø sprendimø. Krizë nubloðkë ámones á jaunystës stadijà, kai neveikia taisyklës, nes jø dar nëra, kai darbuotojai tampa bendra-darbiais ir partneriais, ir kiekvienas ágalintas surasti optimalø veikimo bûdà, kai nëra rinkø, produktø, logistikos grandiniø ir viskà reikia atrasti ir paversti veikianèia maðina. Ðtai kas nutiko daugeliui Lietuvos ámoniø, kai krizës akivaizdoje buvo árodyta jø branda ir gebëjimas veikti. Tam, kad BVP nesmuktø daugybë ámoniø turëjo padidinti gamybà ir pardavimus deðimtimis ir ðimtais procentø, o toks staigus augimas yra didþiulis iðbandymas. Taip kad kanèiø etapà praëjo ne tik tie, kurie patyrë ámonës nuosmuká, bet ir tie, kurie iðaugo 2-3 kartus. Paguosti neðanèius ðià sunkià naðtà gali nebent þinojimas, kad visas tas sujudimas yra keleriopai vaisingas, nes ámonë atsinaujino ir su jaunatviðka galia vël kopia aukðtyn. Tai unikalus krizës poveikis, kurá kità kartà galima lengviau atpaþinti ir netgi prisijaukinti. Iðvengti ankstyvo senëjimo ir sustabarëjimo – argi ne dovana?
NEU;Kaip sako Simas Jasiûnas, komandos „LIT2133221“ vadovas, su dirbtiniu intelektu dirbantys tyrëjai ir analitikai daþnai susiduria su kokybiðkø duomenø trûkumo problema. Priklausomai nuo to, kurioje srityje specializuojamasi, suþymëtus duomenis neuroniniø tinklø treniravimui gauti gali bûti ypaè sunku, brangu bei uþimti daug laiko.
NEU;Antrà vienà biohakatone uþëmë „Wear and tear“ komanda, sumaniusi gydytojams radiologams ir ortopedams skirtà dirbtinio intelekto platformà, padedanèià ið rentgeno nuotraukos greièiau identifikuoti sànario nusidëvëjimo stadijà ir protezavimo poreiká.
POS;„Wear and tear“ sukurtas dirbtinio intelekto modelis per savaitgalá ávertino per 6.000 rentgeno nuotraukø.
POS;„Ðiandien mes siûlome europiná sprendimà, kad bûtø atkurtas valstybiø nariø tarpusavio pasitikëjimas ir pilieèiø pasitikëjimas mûsø pajëgumu valdyti migracijà Sàjungos mastu. ES jau ne kartà kitose srityse árodë galinti imtis ypatingø priemoniø, kad rastø kompromisà. Mes sukûrëme sudëtingà vidaus rinkà, bendrà valiutà ir precedento neturintá ekonomikos gaivinimo planà. Atëjo laikas imtis bendro migracijos valdymo, uþtikrinant tinkamà solidarumo ir atsakomybës pusiausvyrà“, – sakë Ursula von der Leyen, EK pirmininkë.
POS;Per 2020 finansinius metus akcinës bendrovës „Vilniaus baldai“ pardavimai neþymiai maþëjo, o grynasis pelnas buvo 24% didesnis. Baldø bendrovës finansiniai metai prasideda rugsëjo 1 d.
POS;Per finansinius metus bendrovë uþdirbo 5,03 mln. Eur grynojo pelno. Jis buvo 24% didesnis, nei 2019 finansiniais metais, kai siekë 4,07 mln. Eur. EBITDA (pelnas, neiðskaièiavus mokesèiø, palûkanø ir nusidëvëjimo) siekë apie 7,3 mln. Eur ir buvo 29% didesnis nei pernai, kai buvo uþfiksuotas 5,6 mln. Eur rezultatas.
POS;J. Krutinis paþymi, kad nauja ir moderni gamykla, á kurià investuota 55 mln. Eur, leis bendrovei gamybos pajëgumus iðauginti maþdaug dvigubai. Taip pat numatoma papildyti produkcijà naujais gaminiais.
POS;Ketvirtàjá 2020 finansiniø metø ketvirtá – birþelá-rugpjûtá – bendrovës pardavimai augo 24% ir sudarë 22,3 mln. Eur. Palyginimui: tuo paèiu ankstesniø metø laikotarpiu jie siekë beveik 18,1 mln. Eur. Per ðá laikotarpá grynasis pelnas augo beveik 14% iki 3,3 mln. Eur, EBITDA – 19% iki 3,4 mln. Eur. Tuo paèiu praëjusiø metø laikotarpiu abu ðie rodikliai buvo apie 2,9 mln. Eur.
POS;Sporto klubai atsilaikë, bet pritraukti naujø klientø darosi vis sunkiau
NEG;„Neaiðki situacija dël COVID-19, ar nereikës dar vieno karantino. Labiausiai nukentëjæ sektoriai yra priklausomi nuo MMA. Jei prisimintume praëjusià 2008 metø krizæ, po jos pirmà kartà MMA buvo padidintas tik 2012 metais“, – posëdyje sakë R. Skyrienë.
POS;Lietuvos profesiniø sàjungø konfederacijos pirmininkë Inga Ruginienë teigë, jog reikia vadovautis ekonominëmis prognozëmis, kurios yra teigiamos. Be to, atlyginimø kilimas padidintø vartojimà, o tai bûtø naudinga verslui.
NEG;JK kabineto ministrui Michaelas Gove'as, atsakingas uþ pasirengimà „Brexit“, laiðke logistikos ámonëms pavadino minëtà prognozæ blogiausiu scenarijumi, ir paþadëjo treèiadiená pateikti Parlamentui daugiau informacijos.
NEG;Jos teigimu, rugsëjo 23 dienà teismas priëmë V. Martikonio pareiðkimà dël ieðkinio atsisakymo ir bylà dël teisingos „Ignitis gamyba“ akcijø kainos nutraukë. Vilniaus apygardos teismo nutartis ásiteisës po 7 kalendoriniø dienø.
POS;„Atsiëmiau ieðkiná, nes nenoriu dar gerus penkerius metus bylinëtis dël iðperkamø akcijø kainos. Be to, nors „Ignitis gamybos“ akcijø iðpirkimo kaina, mano nuomone, yra per maþa ir neatitinka tikros ámonës vertës, „Ignitis grupës“ paskelbtos IPO kainos ribos taip pat nëra uþaukðtintos ir ið esmës mane tenkina“, – BNS sakë V. Martikonis.
NEG;Kino teatrus valdanti bendrovë „Forum Cinemas“, keleiviø veþimo bendrovë „Lux Express“ ir bankrutuojanti UAB Gargþdø plytø gamykla atleidþia darbuotojø. Apie tai bendrovës per pastaràjá mënesá praneðë Uþimtumo tarnybai, kuri po keliø mënesiø pertraukos vël vieðai skelbia apie grupës darbuotojø atleidimus.
NEG;Bendrovë anksèiau ðá mënesá praneðë maþinanti tarptautiniø reisø. Pasak Raito Remmelio, „Lux Express“ tarptautinio verslo vadovo, marðrutø paklausa smarkiai sumaþëjo rugpjûèio pabaigoje, iðaugus grësmei, kad Latvija á ðalá atvykusiems ið Lietuvos ir kitø ðaliø áves reikalavimà izoliuotis. Toká reikalavimà Latvija ávedë praëjusià savaitæ. Izoliacija atvykus ið Latvijos á Lietuvà nëra privaloma.
NEG;„Rugpjûèio pabaigoje matëme gerokai sumaþëjusá tarptautiniø kelioniø poreiká. Neaiðkumas dël galimø apribojimø daro neigiamà átakà keleivio pasitikëjimui keliauti tarp valstybiø“, – rugsëjo pradþioje iðplatintame veþëjo praneðime cituojamas R. Remmelis . Jis tvirtina, kad vasaros viduryje kelioniø poreikis atrodë daug þadantis, taèiau padëtis vasaros pabaigoje jau nebebuvo tokia pozityvi.
NEU;VÞ raðë, kad vasaros viduryje á Baltijos ðaliø rinkà, kurioje ir taip iki ðiol sunkiai iðsiteko Lietuvos ámoniø „Kautra“ ir „Toks“ reprezentuojamas tarptautinis prekës þenklas „Eurolines“, Latvijos „Ecolines“ ir Estijos „Lux Express“, atëjo Vokietijos transporto milþinas „FlixBus“. Jo koziris – platus tinklas, taèiau senbuviai jau tuomet reiðkë nuomonæ , kad nei pati rinka, nei jos perspektyva neþada netikëtos sëkmës istorijø.
POS;Arûnas Kemeþys, „Open Agency“ vadovas, naujai partnerystei taip pat kelia ambicingus tikslus.
POS;Þmogiðkàjá kapitalà sudaro tiek ðalies gebëjimas ugdyti savus talentus, tiek pritraukti juos ið svetur. Indeksas rodo, kad talentø pritraukimas ið svetur yra Lietuvos silpnoji vieta. Tai sàlygoja keletas faktoriø: tiek uþsienieèiø ádarbinimo procedûrø sudëtingumas bei ribojimai, tiek aukðtojo mokslo institucijø gebëjimas pritraukti uþsienio studentus. 2019 m. Lietuva iðdavë tik 285 Mëlynàsias korteles, suteikianèias teisæ aukðtos kvalifikacijos treèiøjø ðaliø pilieèiams su ðeimomis dirbti ir gyventi ES. Lietuvos ámonëms dar sunkiau ádarbinti jaunesniuosius aukðtos kvalifikacijos specialistus, kurie neatitinka ES mastu reglamentuojamos Mëlynosios kortelës reikalavimø.
POS;Kita vertus, reitingas atspindi labai aukðtà Lietuvos verslo gabëjimà prisitaikyti prie besikeièianèios aplinkos bei naujø iððûkiø – pagal ðá rodiklá Lietuva yra treèia. Gerai vertinamos elektroninës vieðojo sektoriaus paslaugos pilieèiams (e-Valdþia – 20 vieta) bei kibernetinio saugumo lygis (24 vieta). Lietuva turi didelá potencialà, kuriant vieðojo sektoriaus duomenimis pagrástas aplikacijas (GovTech). Pavyzdþiui, pakartotinis sveikatos duomenø panaudojimas ágalina kurti labai paþangius, dirbtiniu intelektu pagrástus diagnostinius árankius. Iðnaudodama atsirandanèias sàveikas tarp vieðojo ir privataus sektoriaus bei sistemingai spræsdama talentø pritraukimo, inovacijø skatinimo ir suinteresuotø ðaliø átraukimo á sprendimø priëmimà problemas, Lietuva ateityje gali pasistiebti ir skaitmeninio konkurencingumo reitinge.
